154.11.98.18.
,203.202.125.6
,9,216.113.122.29,228.000,228.000,228.000
,10,ia-piex-gw06-vl10.vtl.net(207.253.253.138),228.000,228.000,240.000
,11,[FW],[FW],[FW]
,route-views.ab.bb.telus.com(154.11.98.18)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,0.000
,2,POS3-6.sngtp-ar2.ix.singtel.com(203.208.182.213),164.000,ge-7-0-0-0.plapx-dr1.ix.singtel.com(203.208.183.178),160.000,POS3-6.sngtp-ar2.ix.singtel.com(203.208.182.213),168.000
,3,203.208.154.46,160.000,164.000,160.000
,4,CLGRAB21GR01.bb.telus.com(154.11.10.217),216.000,216.000,216.000
,5,route-views.ab.bb.telus.com(154.11.98.18),216.000,[NR],216.000
,route-server.east.bb.allstream.net(216.191.14.250)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,0.000
,2,ge-7-0-0-0.plapx-dr1.ix.singtel.com(203.208.183.178),164.000,164.000,160.000
,3,gwy1-sea.bb.allstream.net(198.32.176.187),180.000,180.000,180.000
,4,[FW],[FW],[FW]
,216.18.63.214
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),272.000,8.000,4.000
,2,ge-7-0-0-0.plapx-dr1.ix.singtel.com(203.208.183.178),160.000,POS3-6.sngtp-ar2.ix.singtel.com(203.208.182.213),160.000,ge-7-0-0-0.plapx-dr1.ix.singtel.com(203.208.183.178),160.000
,3,GE5-0-PEERA-STTLWA.IP.GROUPTELECOM.NET(198.32.176.22),164.000,160.000,160.000
,4,POS4-0.PEERA-STTLWA.IP.GROUPTELECOM.NET(66.59.190.153),180.000,180.000,176.000
,5,POS5-0.WANB-VANCBC.IP.GROUPTELECOM.NET(66.59.190.97),184.000,180.000,184.000
,6,POS3-0.WANB-TOROONXN.IP.GROUPTELECOM.NET(66.59.190.61),236.000,240.000,236.000
,7,GE9-2.WANB-TOROON.IP.GROUPTELECOM.NET(66.59.191.38),456.000,432.000,400.000
,8,[FW],[FW],[FW]
,route-server.as6667.net(213.192.191.82)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,0.000
,2,xe-0-0-0-0.plapx-cr3.ix.singtel.com(203.208.183.177),160.000,160.000,160.000
,3,te8-4-10G.ar1.PAO2.gblx.net(64.208.27.81),160.000,160.000,160.000
,4,PO1-20G.ar1.ARN3.gblx.net(67.17.109.213),332.000,328.000,332.000
,5,64.214.141.26,344.000,352.000,352.000
,6,as1-0.bbr1.hel2.fi.eunetip.net(213.192.191.133),400.000,360.000,356.000
,7,route-server.as6667.net(213.192.191.82),356.000,360.000,356.000
,route-server.ip4.tinet.net(213.200.64.94)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,0.000
,2,ae0-108.sjc10.ip4.tinet.net(77.67.79.1),164.000,164.000,160.000
,3,xe-0-2-0.fra23.ip4.tinet.net(89.149.187.233),368.000,400.000,400.000
,4,route-server.ip4.tinet.net(213.200.64.94),400.000,400.000,400.000
,f0-1.route-server.playnet.it(62.48.45.129)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,0.000
,2,ge-5-0-0-0.laxow-cr2.ix.singtel.com(203.208.183.157),152.000,148.000,148.000
,3,[NR],203.208.145.82,148.000,156.000
,4,if-12-0-0-10.mcore3.LAA-LosAngeles.as6453.net(209.58.85.89),148.000,if-6-0-0-76.mcore3.LAA-LosAngeles.as6453.net(216.6.84.73),152.000,148.000
,5,if-4-0.mcore3.NJY-Newark.as6453.net(216.6.84.2),224.000,224.000,224.000
,6,if-2-0.mcore4.NJY-Newark.as6453.net(216.6.57.18),228.000,228.000,224.000
,7,if-1-0.mcore3.L78-London.as6453.net(195.219.144.9),296.000,300.000,296.000
,8,if-2-0-0.core3.MLT-Milan.as6453.net(195.219.158.57),320.000,324.000,320.000
,9,195.219.159.26,324.000,324.000,320.000
,10,vl27.core2.net.playnet.it(62.48.45.250),496.000,336.000,336.000
,11,f0-1.route-server.playnet.it(62.48.45.129),344.000,[NR],336.000
,rs.ipv4ilink.net(86.55.0.50)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),4.000,0.000,0.000
,2,POS3-6.sngtp-ar2.ix.singtel.com(203.208.182.213),168.000,ge-7-0-0-0.plapx-dr1.ix.singtel.com(203.208.183.178),160.000,POS3-6.sngtp-ar2.ix.singtel.com(203.208.182.213),160.000
,3,paix.he.net(198.32.176.20),160.000,164.000,160.000
,4,10gigabitethernet4-1.core1.sjc2.he.net(72.52.92.70),164.000,172.000,164.000
,5,10gigabitethernet1-1.core1.chi1.he.net(72.52.92.74),220.000,10gigabitethernet1-3.core1.nyc4.he.net(72.52.92.26),224.000,10gigabitethernet1-1.core1.chi1.he.net(72.52.92.74),220.000
,6,10gigabitethernet3-3.core1.lon1.he.net(72.52.92.242),428.000,436.000,400.000
,7,10gigabitethernet1-1.core1.par1.he.net(72.52.92.34),416.000,10gigabitethernet3-3.core1.lon1.he.net(72.52.92.242),324.000,10gigabitethernet1-1.core1.par1.he.net(72.52.92.34),308.000
,8,10gigabitethernet1-2.core1.fra1.he.net(72.52.92.90),312.000,10gigabitethernet1-1.core1.par1.he.net(72.52.92.34),312.000,300.000
,9,10gigabitethernet1-2.core1.fra1.he.net(72.52.92.90),312.000,[NR],308.000
,10,wNx-ten81-v9-wFrnk.b.ipv4ilink.net(193.19.195.29),384.000,384.000,380.000
,11,wNx-ten81-v9-wFrnk.b.ipv4ilink.net(193.19.195.29),384.000,iNx-ten149-v700-wNx.b.ipv4ilink.net(193.19.194.134),356.000,356.000
,12,iNx-ten149-v700-wNx.b.ipv4ilink.net(193.19.194.134),356.000,bbNx-ten16-v20-iNx.b.ipv4ilink.net(193.19.194.210),360.000,356.000
,13,bbUnr-ten22-v41-bbNx.b.ipv4ilink.net(193.19.195.9),360.000,bbNx-ten16-v20-iNx.b.ipv4ilink.net(193.19.194.210),356.000,bbUnr-ten22-v41-bbNx.b.ipv4ilink.net(193.19.195.9),356.000
,14,aUnr-po12-v27-bbUnr.b.ipv4ilink.net(193.19.194.62),360.000,356.000,360.000
,15,rs.ipv4ilink.net(86.55.0.50),360.000,aUnr-po12-v27-bbUnr.b.ipv4ilink.net(193.19.194.62),360.000,360.000
,tpr-route-server.saix.net(196.25.9.46)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,0.000
,2,so-3-1-2-0.sngc3-cr1.ix.singtel.com(203.208.149.125),152.000,148.000,152.000
,3,203.208.145.94,148.000,148.000,152.000
,4,te2-4-10G.ar2.DCA3.gblx.net(67.16.139.65),212.000,212.000,212.000
,5,Telkom-SA-Limited.so-3-0-1.ar1.DCA3.gblx.net(208.49.224.162),216.000,212.000,216.000
,6,tpr-ip-esr-1-ge-6-0-0.telkom-ipnet.co.za(196.43.10.86),384.000,380.000,384.000
,7,tpr-route-server.saix.net(196.25.9.46),376.000,[NR],376.000
,routeserver.ip-plus.net(164.128.251.50)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,0.000
,2,POS3-6.sngtp-ar2.ix.singtel.com(203.208.182.213),164.000,ge-7-0-0-0.plapx-dr1.ix.singtel.com(203.208.183.178),160.000,POS3-6.sngtp-ar2.ix.singtel.com(203.208.182.213),160.000
,3,i00pao-005-Fast1-0.ip-plus.net(198.32.176.129),160.000,164.000,160.000
,4,i00nye-005-pos2-1.bb.ip-plus.net(138.187.159.57),228.000,228.000,232.000
,5,i79zhh-005-pos2-0.bb.ip-plus.net(138.187.159.21),344.000,320.000,320.000
,6,i64beb-000-gig0-3.bb.ip-plus.net(138.187.130.161),324.000,320.000,320.000
,7,i64beb-iv6-pos4-0.bb.ip-plus.net(138.187.157.34),320.000,320.000,320.000
,8,routeserver.ip-plus.net(164.128.251.50),324.000,[NR],320.000
,lo1.route-server.as5413.net(212.241.174.1)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,4.000,0.000
,2,203.208.148.89,160.000,284.000,160.000
,3,te-4-2.car2.SanJose1.Level3.net(4.79.42.229),160.000,160.000,160.000
,4,vlan89.csw3.SanJose1.Level3.net(4.68.18.190),164.000,160.000,164.000
,5,ae-84-84.ebr4.SanJose1.Level3.net(4.69.134.249),160.000,160.000,164.000
,6,ae-2-2.ebr4.NewYork1.Level3.net(4.69.135.186),228.000,232.000,236.000
,7,ae-64-64.csw1.NewYork1.Level3.net(4.69.134.114),240.000,ae-84-84.csw3.NewYork1.Level3.net(4.69.134.122),236.000,ae-94-94.csw4.NewYork1.Level3.net(4.69.134.126),228.000
,8,ae-81-81.ebr1.NewYork1.Level3.net(4.69.134.73),232.000,ae-71-71.ebr1.NewYork1.Level3.net(4.69.134.69),228.000,232.000
,9,ae-42-42.ebr2.London1.Level3.net(4.69.137.69),300.000,300.000,ae-43-43.ebr2.London1.Level3.net(4.69.137.73),296.000
,10,ae-25-52.car5.London1.Level3.net(4.69.139.102),300.000,300.000,300.000
,11,HOST-EUROPE.car5.London1.Level3.net(217.163.45.82),376.000,320.000,320.000
,12,gi1-1-6.ar01.hx2.bb.gxn.net(62.72.142.142),320.000,320.000,304.000
,13,[FW],[FW],[FW]
,route-server.ord1.nlayer.net(69.31.111.255)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),104.000,0.000,24.000
,2,203.208.186.54,160.000,ge4-4.ar1.pao1.us.nlayer.net(69.22.153.5),164.000,160.000
,3,te3-1.ar1.sfo1.us.nlayer.net(69.22.143.114),160.000,164.000,160.000
,4,te1-1.ar1.slc1.us.nlayer.net(69.22.142.96),180.000,176.000,176.000
,5,xe-2-1-0.cr1.ord1.us.nlayer.net(69.22.142.101),212.000,232.000,208.000
,6,po1-30g.ar1.ord1.us.nlayer.net(69.31.111.134),212.000,212.000,212.000
,7,route-server.ord1.nlayer.net(69.31.111.255),212.000,208.000,212.000
,route-server.twtelecom.net(66.162.47.58)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,0.000
,2,ge-5-0-0-0.laxow-cr2.ix.singtel.com(203.208.183.157),152.000,152.000,148.000
,3,peer-01-ge-3-3-0-13.lsag.twtelecom.net(66.192.252.45),148.000,148.000,148.000
,4,hagg-03-ge-0-0-0.dnvr.twtelecom.net(66.192.245.68),188.000,184.000,188.000
,5,route-server.twtelecom.net(66.162.47.58),184.000,[NR],184.000
,route-server.host.net(64.135.5.58)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,0.000
,2,[FW],[FW],[FW]
,3,phx-ten2-1-la-ten3-3.wvfiber.net(64.127.128.146),156.000,160.000,160.000
,4,dal-ten2-4-phx-ten1-1.wvfiber.net(64.127.128.237),184.000,180.000,184.000
,5,nsh-ten1-4-dal-ten2-1.wvfiber.net(64.127.130.49),216.000,196.000,204.000
,6,atl-ten3-2-nsh-ten4-1.wvfiber.net(64.127.130.57),204.000,204.000,204.000
,7,boc-ten1-4-atl-ten2-6.wvfiber.net(66.216.1.254),220.000,220.000,220.000
,8,host-wvfiber.wvfiber.net(66.216.1.94),336.000,236.000,404.000
,9,route-server.host.net(64.135.5.58),220.000,[NR],216.000
,priority.demarc.switchnap.com(66.209.87.106)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),4.000,0.000,0.000
,2,[FW],[FW],[FW]
,3,veg-ten1-3-la-ten1-3.wvfiber.net(66.186.192.22),152.000,156.000,156.000
,4,cust-lv-ten1-4.wvfiber.net(66.186.192.46),156.000,156.000,156.000
,5,te4-1.las-esw09.switchnap.com(66.209.64.194),156.000,156.000,156.000
,6,priority.demarc.switchnap.com(66.209.87.106),156.000,[NR],152.000
,route-server.cerf.net(12.129.193.235)
,1,vlan299.52gdc76ue2.optus.net.au(203.202.125.3),0.000,0.000,4.000
,2,203.208.148.89,160.000,164.000,160.000
,3,ae0-109.sjc10.ip4.tinet.net(77.67.79.5),160.000,160.000,164.000
,4,ge-5-0-0.sjc11.ip4.tinet.net(89.149.187.182),160.000,164.000,160.000
,5,192.205.36.121,164.000,164.000,164.000
,6,cr1.sffca.ip.att.net(12.122.137.150),172.000,172.000,176.000
,7,cr1.la2ca.ip.att.net(12.122.3.122),172.000,172.000,172.000
,8,cr83.la2ca.ip.att.net(12.123.30.109),176.000,172.000,172.000
,9,gar5.la2ca.ip.att.net(12.122.128.25),172.000,172.000,172.000
,10,12.122.255.74,172.000,172.000,172.000
,11,mdf001c7613r0004-gig-12-1.lax1.attens.net(12.129.193.246),172.000,172.000,mdf001c7613r0003-gig-10-1.lax1.attens.net(12.129.193.242),176.000
,12,route-server.cerf.net(12.129.193.235),280.000,[NR],172.000
216.113.10.50.
,203.202.125.6
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),0.000,0.000,0.000
,2,207.96.210.159,0.000,0.000,0.000
,3,216.113.122.78,20.000,20.000,16.000
,4,ber1-tengig-9-0-0.Chicago.savvis.net(204.70.195.114),64.000,76.000,16.000
,5,savvis-peering.chicago.savvis.net(208.175.10.2),20.000,20.000,20.000
,6,ae-31-51.ebr1.Chicago1.Level3.net(4.68.101.30),16.000,24.000,20.000
,7,ae-6-6.ebr1.Chicago2.Level3.net(4.69.140.190),20.000,20.000,20.000
,8,ae-3-3.ebr2.Denver1.Level3.net(4.69.132.61),48.000,52.000,52.000
,9,ae-1-100.ebr1.Denver1.Level3.net(4.69.132.37),52.000,52.000,56.000
,10,ae-3-3.ebr2.SanJose1.Level3.net(4.69.132.57),76.000,88.000,76.000
,11,ae-72-72.csw2.SanJose1.Level3.net(4.69.134.214),88.000,ae-82-82.csw3.SanJose1.Level3.net(4.69.134.218),80.000,ae-92-92.csw4.SanJose1.Level3.net(4.69.134.222),76.000
,12,ae-12-69.car2.SanJose1.Level3.net(4.68.18.4),76.000,ae-22-79.car2.SanJose1.Level3.net(4.68.18.68),80.000,ae-32-89.car2.SanJose1.Level3.net(4.68.18.132),92.000
,13,SINGAPORE-T.car2.SanJose1.Level3.net(4.79.42.230),76.000,84.000,76.000
,14,203.208.148.90,228.000,228.000,228.000
,15,[FW],[FW],[FW]
,16,203.202.125.6,228.000,[NR],228.000
,route-views.ab.bb.telus.com(154.11.98.18)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,0.000,0.000
,2,207.253.253.160,0.000,0.000,4.000
,3,peer-telus.vtl.net(216.113.37.10),0.000,0.000,4.000
,4,CLGRAB21GR01.bb.telus.com(154.11.10.217),56.000,60.000,48.000
,5,route-views.ab.bb.telus.com(154.11.98.18),52.000,[NR],48.000
,route-server.east.bb.allstream.net(216.191.14.250)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),0.000,0.000,0.000
,2,207.96.210.160,4.000,4.000,0.000
,3,ge1-0.gwy1-mtl.bb.allstream.net(192.77.55.12),0.000,0.000,0.000
,4,[FW],[FW],[FW]
,216.18.63.214
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),0.000,0.000,4.000
,2,207.96.210.160,0.000,0.000,0.000
,3,216.113.123.106,0.000,0.000,0.000
,4,POS1-0.PEERB-MTRLPQ.IP.GROUPTELECOM.NET(66.59.191.157),4.000,0.000,4.000
,5,66.59.191.141,0.000,0.000,0.000
,6,POS13-0.WANB-TOROONXN.IP.GROUPTELECOM.NET(216.18.63.197),16.000,12.000,16.000
,7,GE9-2.WANB-TOROON.IP.GROUPTELECOM.NET(66.59.191.38),12.000,16.000,12.000
,8,[FW],[FW],[FW]
,route-server.as6667.net(213.192.191.82)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,0.000,0.000
,2,207.96.210.160,0.000,0.000,4.000
,3,216.113.122.74,16.000,16.000,20.000
,4,sl-crs1-chi-0-4-0-1.sprintlink.net(144.232.26.69),20.000,20.000,20.000
,5,sl-crs1-chi-0-10-3-0.sprintlink.net(144.232.9.148),28.000,28.000,24.000
,6,sl-bb20-msq-2-0-0.sprintlink.net(144.232.20.74),28.000,28.000,28.000
,7,sl-bb21-msq-15-0-0.sprintlink.net(144.232.9.110),28.000,28.000,28.000
,8,144.232.24.13,104.000,104.000,108.000
,9,sl-bb21-cop-15-0-0.sprintlink.net(80.77.64.34),104.000,104.000,108.000
,10,sl-bb21-sto-14-0-0.sprintlink.net(213.206.129.34),112.000,112.000,116.000
,11,sl-gw11-sto-14-0.sprintlink.net(80.77.96.100),112.000,116.000,112.000
,12,80.77.97.54,120.000,120.000,120.000
,13,ge0-2-0-0.bbr1.sto2.se.eunetip.net(213.192.191.202),120.000,120.000,120.000
,14,as1-0.bbr1.hel2.fi.eunetip.net(213.192.191.133),128.000,128.000,124.000
,15,route-server.as6667.net(213.192.191.82),128.000,128.000,128.000
,route-server.ip4.tinet.net(213.200.64.94)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),0.000,0.000,0.000
,2,207.96.210.159,4.000,4.000,0.000
,3,216.113.122.78,20.000,20.000,20.000
,4,ber1-te-1-0-0.chicagoequinix.savvis.net(204.70.196.22),20.000,28.000,20.000
,5,208.174.226.46,20.000,16.000,16.000
,6,xe-0-2-0.fra23.ip4.tinet.net(89.149.187.233),116.000,xe-11-3-0.fra23.ip4.tinet.net(89.149.183.25),116.000,112.000
,7,route-server.ip4.tinet.net(213.200.64.94),124.000,136.000,264.000
,f0-1.route-server.playnet.it(62.48.45.129)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,0.000,0.000
,2,207.96.210.160,0.000,0.000,8.000
,3,216.113.122.74,16.000,20.000,20.000
,4,sl-crs1-chi-0-1-0-2.sprintlink.net(144.232.26.11),20.000,20.000,20.000
,5,sl-crs1-nyc-0-8-0-3.sprintlink.net(144.232.18.123),28.000,sl-crs1-nyc-0-10-3-0.sprintlink.net(144.232.9.157),28.000,sl-crs1-nyc-0-6-2-0.sprintlink.net(144.232.24.211),28.000
,6,sl-bb21-par-6-0-0.sprintlink.net(144.232.9.167),100.000,sl-crs1-par-0-8-2-0.sprintlink.net(144.232.20.44),100.000,100.000
,7,sl-bb21-par-13-0-0.sprintlink.net(217.118.224.54),100.000,sl-bb20-mil-5-0-0.sprintlink.net(213.206.129.123),120.000,116.000
,8,sl-bb20-mil-5-0-0.sprintlink.net(213.206.129.123),116.000,116.000,sl-gw10-mil-14-0-0.sprintlink.net(217.147.128.37),116.000
,9,sl-brain5-157310-0.sprintlink.net(217.147.129.66),132.000,sl-gw10-mil-14-0-0.sprintlink.net(217.147.128.37),116.000,sl-brain5-157310-0.sprintlink.net(217.147.129.66),132.000
,10,vl25.core2.net.playnet.it(62.48.45.253),132.000,132.000,132.000
,11,f0-1.route-server.playnet.it(62.48.45.129),324.000,[NR],208.000
,rs.ipv4ilink.net(86.55.0.50)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,0.000,0.000
,2,207.253.253.160,0.000,0.000,4.000
,3,216.113.123.106,0.000,0.000,0.000
,4,216.113.122.62,24.000,24.000,24.000
,5,gige-g2-2.core1.chi1.he.net(216.66.77.113),24.000,24.000,24.000
,6,10gigabitethernet2-4.core1.nyc4.he.net(72.52.92.101),32.000,36.000,24.000
,7,10gigabitethernet3-3.core1.lon1.he.net(72.52.92.242),92.000,10gigabitethernet1-2.core1.lon1.he.net(72.52.92.78),92.000,10gigabitethernet3-3.core1.lon1.he.net(72.52.92.242),92.000
,8,10gigabitethernet1-1.core1.par1.he.net(72.52.92.34),100.000,100.000,104.000
,9,10gigabitethernet1-2.core1.fra1.he.net(72.52.92.90),116.000,108.000,112.000
,10,wFrnk-ten82-decix.de.ipv4ilink.net(80.81.192.107),268.000,[NR],288.000
,11,wNx-ten81-v9-wFrnk.b.ipv4ilink.net(193.19.195.29),336.000,248.000,148.000
,12,iNx-ten149-v700-wNx.b.ipv4ilink.net(193.19.194.134),144.000,148.000,152.000
,13,bbNx-ten16-v20-iNx.b.ipv4ilink.net(193.19.194.210),144.000,144.000,172.000
,14,bbUnr-ten22-v41-bbNx.b.ipv4ilink.net(193.19.195.9),160.000,152.000,148.000
,15,aUnr-po12-v27-bbUnr.b.ipv4ilink.net(193.19.194.62),144.000,144.000,144.000
,16,rs.ipv4ilink.net(86.55.0.50),148.000,148.000,148.000
,tpr-route-server.saix.net(196.25.9.46)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,0.000,0.000
,2,207.96.210.159,0.000,0.000,0.000
,3,216.113.122.30,4.000,0.000,0.000
,4,216.113.122.62,24.000,24.000,24.000
,5,ge5-6.br03.chc01.pccwbtn.net(209.8.108.61),24.000,24.000,24.000
,6,telkomsa.pos2-0.cr02.ash01.pccwbtn.net(63.218.94.18),40.000,40.000,44.000
,7,tpr-ip-esr-1-ge-6-0-0.telkom-ipnet.co.za(196.43.10.86),320.000,320.000,324.000
,8,tpr-route-server.saix.net(196.25.9.46),320.000,[NR],320.000
,routeserver.ip-plus.net(164.128.251.50)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),0.000,0.000,4.000
,2,207.96.210.159,0.000,0.000,0.000
,3,216.113.122.106,8.000,12.000,8.000
,4,nys-005-GigE3-0.bb.ip-plus.net(198.32.118.52),8.000,8.000,8.000
,5,i79zhh-005-pos2-0.bb.ip-plus.net(138.187.159.21),100.000,100.000,100.000
,6,i64beb-000-gig0-3.bb.ip-plus.net(138.187.130.161),100.000,100.000,100.000
,7,i64beb-iv6-pos4-0.bb.ip-plus.net(138.187.157.34),100.000,104.000,100.000
,8,routeserver.ip-plus.net(164.128.251.50),100.000,[NR],100.000
,lo1.route-server.as5413.net(212.241.174.1)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,0.000,0.000
,2,207.96.210.159,0.000,0.000,0.000
,3,216.113.122.78,20.000,20.000,16.000
,4,ber1-te-1-0-0.chicagoequinix.savvis.net(204.70.196.22),20.000,20.000,16.000
,5,ber2-te-3-4.chicagoequinix.savvis.net(204.70.198.78),16.000,20.000,20.000
,6,208.173.180.138,20.000,16.000,16.000
,7,nyk-bb2-link.telia.net(80.91.249.111),80.000,nyk-bb2-link.telia.net(80.91.246.19),24.000,24.000
,8,ldn-bb2-link.telia.net(80.91.248.253),112.000,ldn-bb1-link.telia.net(80.91.249.248),120.000,116.000
,9,ldn-b2-link.telia.net(80.91.250.226),120.000,120.000,ldn-b2-link.telia.net(80.91.250.230),108.000
,10,pipex-104657-ldn-b2.c.telia.net(213.248.100.94),112.000,112.000,112.000
,11,gi1-1-6.ar01.hx2.bb.gxn.net(62.72.142.142),112.000,112.000,120.000
,12,[FW],[FW],[FW]
,route-server.ord1.nlayer.net(69.31.111.255)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,4.000,0.000
,2,207.96.210.159,0.000,0.000,0.000
,3,216.113.122.30,0.000,0.000,4.000
,4,216.113.123.141,24.000,24.000,24.000
,5,ge2-23.ar1.ord1.us.nlayer.net(69.31.111.37),24.000,24.000,24.000
,6,route-server.ord1.nlayer.net(69.31.111.255),28.000,24.000,28.000
,route-server.twtelecom.net(66.162.47.58)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,0.000,0.000
,2,207.253.253.159,0.000,0.000,0.000
,3,216.113.122.30,4.000,4.000,0.000
,4,216.113.122.90,0.000,4.000,0.000
,5,Vlan29.icore1.MTT-Montreal.as6453.net(216.6.115.70),8.000,8.000,4.000
,6,Vlan24.icore1.TTT-Scarborough.as6453.net(206.82.135.14),24.000,12.000,16.000
,7,Vlan4.icore1.CT8-Chicago.as6453.net(206.82.141.1),24.000,28.000,20.000
,8,Vlan5.icore2.DTX-Dallas.as6453.net(206.82.141.30),56.000,48.000,52.000
,9,Vlan556.icore2.DTX-Dallas.as6453.net(206.82.142.14),52.000,44.000,56.000
,10,hagg-03-ge-1-0-0.dnvr.twtelecom.net(66.192.245.116),60.000,64.000,64.000
,11,route-server.twtelecom.net(66.162.47.58),60.000,[NR],60.000
,route-server.host.net(64.135.5.58)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,0.000,0.000
,2,207.96.210.159,0.000,0.000,0.000
,3,216.113.122.106,12.000,8.000,8.000
,4,paix.10ge.nyc.wvfiber.net(198.32.118.68),12.000,132.000,8.000
,5,ash-ten7-6-ny111-ten2-3.wvfiber.net(66.216.1.50),16.000,16.000,20.000
,6,mia-ten3-2-ash-ten7-5.wvfiber.net(66.216.1.121),44.000,40.000,44.000
,7,host-wvfiber-miami.wvfiber.net(66.216.1.126),40.000,40.000,44.000
,8,te2-2.cr01.swd.mia.host.net(64.135.0.42),44.000,40.000,44.000
,9,te3-1.cr01.903.bct.host.net(64.135.0.5),44.000,44.000,44.000
,10,route-server.host.net(64.135.5.58),44.000,[NR],44.000
,priority.demarc.switchnap.com(66.209.87.106)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),4.000,0.000,0.000
,2,207.253.253.160,0.000,0.000,4.000
,3,216.113.123.102,0.000,0.000,4.000
,4,216.113.122.106,8.000,12.000,8.000
,5,paix.10ge.nyc.wvfiber.net(198.32.118.68),8.000,8.000,8.000
,6,ash-ten7-6-ny111-ten2-3.wvfiber.net(66.216.1.50),16.000,16.000,16.000
,7,atl-ten5-4-ash-ten6-3.wvfiber.net(66.216.1.142),32.000,28.000,32.000
,8,nsh-ten4-1-atl-ten3-2.wvfiber.net(64.127.130.58),36.000,36.000,36.000
,9,dal-ten2-1-nsh-ten1-4.wvfiber.net(64.127.130.50),52.000,52.000,52.000
,10,phx-ten1-1-dal-ten2-4.wvfiber.net(64.127.128.238),76.000,76.000,76.000
,11,la-ten3-3-phx-ten2-1.wvfiber.net(64.127.128.145),84.000,92.000,84.000
,12,veg-ten1-3-la-ten1-3.wvfiber.net(66.186.192.22),92.000,92.000,88.000
,13,cust-lv-ten1-4.wvfiber.net(66.186.192.46),92.000,92.000,88.000
,14,te4-1.las-esw09.switchnap.com(66.209.64.194),92.000,88.000,92.000
,15,priority.demarc.switchnap.com(66.209.87.106),88.000,[NR],88.000
,route-server.cerf.net(12.129.193.235)
,1,ia-piex-gw06-vl9.vtl.net(216.113.10.49),0.000,0.000,0.000
,2,207.253.253.160,0.000,4.000,0.000
,3,216.113.122.74,20.000,20.000,20.000
,4,sl-crs1-chi-0-4-0-1.sprintlink.net(144.232.26.69),20.000,20.000,20.000
,5,sl-crs4-chi-0-1-0-0.sprintlink.net(144.232.3.136),20.000,20.000,20.000
,6,sl-st31-chi-0-4-0-0.sprintlink.net(144.232.8.186),20.000,20.000,20.000
,7,192.205.37.89,24.000,24.000,24.000
,8,cr1.cgcil.ip.att.net(12.122.81.18),72.000,72.000,72.000
,9,cr2.dvmco.ip.att.net(12.122.31.85),72.000,76.000,72.000
,10,cr1.slkut.ip.att.net(12.122.30.25),72.000,72.000,68.000
,11,cr2.la2ca.ip.att.net(12.122.30.30),72.000,68.000,72.000
,12,cr84.la2ca.ip.att.net(12.123.30.249),72.000,72.000,72.000
,13,gar5.la2ca.ip.att.net(12.122.129.25),68.000,68.000,72.000
,14,12.122.255.74,72.000,72.000,72.000
,15,mdf001c7613r0004-gig-12-1.lax1.attens.net(12.129.193.246),68.000,mdf001c7613r0003-gig-10-1.lax1.attens.net(12.129.193.242),72.000,mdf001c7613r0004-gig-12-1.lax1.attens.net(12.129.193.246),68.000
,16,route-server.cerf.net(12.129.193.235),72.000,[NR],68.000
route-server.as6667.net.
,203.202.125.6(203.202.125.6)
,1,ge2-0-7-0.bbr1.hel2.fi.eunetip.net(213.192.191.81),0.911,0.697,0.696
,2,ge0-0-0-0.bbr1.sto1.se.eunetip.net(213.192.191.201),8.173,8.182,8.168
,3,xe-0-1-0-43.stk30.ip4.tinet.net(213.200.72.69),8.364,8.407,8.351
